"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"Resort Hotel",0,234,2016,"August",32,2,0,5,2,1,1,"HB","PRT","Direct","Direct",0,0,0,"G","G",3,"No Deposit","250",NULL,0,"Transient","263",1,2,"Check-Out","2016-08-07"
"Resort Hotel",0,13,2016,"August",32,1,1,4,3,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","C",1,"No Deposit","250",NULL,0,"Transient","263",0,1,"Check-Out","2016-08-06"
"Resort Hotel",0,39,2016,"August",33,12,0,2,2,0,0,"HB","GBR","Online TA","TA/TO",0,0,0,"D","E",0,"No Deposit","240",NULL,0,"Transient","263",0,1,"Check-Out","2016-08-14"
"City Hotel",1,4,2017,"February",6,10,0,2,3,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","263",0,0,"Canceled","2017-02-08"
"City Hotel",1,111,2016,"August",35,26,0,2,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","262.7",0,0,"Canceled","2016-07-02"
"Resort Hotel",0,14,2016,"August",32,4,2,3,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262.6",1,1,"Check-Out","2016-08-09"
"Resort Hotel",0,45,2016,"July",29,14,1,3,2,2,0,"HB","ESP","Direct","Direct",0,0,0,"C","C",1,"No Deposit",NULL,NULL,0,"Transient","262.5",1,0,"Check-Out","2016-07-18"
"Resort Hotel",1,65,2017,"June",22,2,0,2,3,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","262.5",0,0,"Canceled","2017-05-12"
"Resort Hotel",0,178,2017,"August",33,14,1,5,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"C","C",3,"No Deposit","250",NULL,0,"Transient","262.5",0,5,"Check-Out","2017-08-20"
"Resort Hotel",0,48,2017,"August",34,21,1,5,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","262.5",0,1,"Check-Out","2017-08-27"
"Resort Hotel",1,17,2017,"August",34,26,2,4,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"C","C",1,"No Deposit","250",NULL,0,"Transient","262.38",0,0,"Canceled","2017-08-15"
"City Hotel",1,19,2017,"May",19,12,2,3,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","262",0,0,"Canceled","2017-04-23"
"Resort Hotel",1,99,2017,"August",33,14,1,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2017-07-24"
"Resort Hotel",1,33,2017,"August",33,14,2,5,2,0,0,"HB","LUX","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,1,"Canceled","2017-07-12"
"Resort Hotel",0,163,2017,"July",30,24,1,4,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","240",NULL,0,"Transient","262",1,1,"Check-Out","2017-07-29"
"Resort Hotel",1,98,2017,"August",31,5,2,5,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2017-04-29"
"Resort Hotel",0,42,2017,"August",34,23,0,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,1,"Check-Out","2017-08-27"
"Resort Hotel",1,74,2016,"August",35,26,2,3,3,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2016-06-14"
"Resort Hotel",1,22,2015,"August",33,14,2,5,2,2,0,"HB","PRT","Direct","Direct",0,0,0,"C","C",1,"No Deposit","250",NULL,0,"Transient","262",0,2,"Canceled","2015-08-05"
"Resort Hotel",0,16,2017,"July",30,27,2,3,2,0,0,"BB","IRL","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","262",0,1,"Check-Out","2017-08-01"
"Resort Hotel",0,28,2017,"August",35,28,1,2,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient-Party","262",0,2,"Check-Out","2017-08-31"
"Resort Hotel",1,46,2017,"August",32,12,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","196",NULL,0,"Transient","262",0,0,"Canceled","2017-06-27"
"Resort Hotel",1,129,2017,"August",33,17,0,2,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,1,"Canceled","2017-04-19"
"Resort Hotel",0,59,2017,"August",33,14,1,4,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit",NULL,NULL,0,"Transient","262",0,1,"Check-Out","2017-08-19"
"Resort Hotel",0,129,2017,"August",31,2,0,4,2,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","242",NULL,0,"Transient","262",0,2,"Check-Out","2017-08-06"
"Resort Hotel",0,38,2017,"August",33,19,2,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",5,"No Deposit","240",NULL,0,"Transient","262",0,1,"Check-Out","2017-08-23"
"Resort Hotel",1,98,2017,"August",32,11,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,2,"Canceled","2017-06-22"
"Resort Hotel",1,70,2016,"July",31,27,0,1,3,1,0,"BB","RUS","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2016-06-28"
"Resort Hotel",0,56,2017,"August",35,27,2,2,2,0,0,"HB","CHE","Online TA","TA/TO",0,0,0,"E","F",0,"No Deposit","240",NULL,0,"Transient-Party","262",0,3,"Check-Out","2017-08-31"
"Resort Hotel",1,199,2016,"August",32,6,2,1,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2016-01-25"
"Resort Hotel",1,347,2017,"July",30,24,2,5,2,2,0,"HB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2016-08-11"
"Resort Hotel",1,88,2017,"August",32,7,1,3,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2017-05-15"
"Resort Hotel",1,19,2017,"August",33,18,0,2,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2017-07-30"
"Resort Hotel",0,84,2017,"August",34,20,2,3,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,3,"Check-Out","2017-08-25"
"Resort Hotel",1,150,2016,"August",33,8,1,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","262",0,0,"Canceled","2016-03-14"
"Resort Hotel",0,169,2017,"August",34,20,2,3,2,0,1,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","240",NULL,0,"Transient","262",1,4,"Check-Out","2017-08-25"
"Resort Hotel",1,105,2017,"August",32,7,3,5,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,1,"Canceled","2017-04-30"
"Resort Hotel",0,124,2017,"August",33,16,2,7,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","262",0,3,"Check-Out","2017-08-25"
"Resort Hotel",0,44,2017,"August",32,10,2,5,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","196",NULL,0,"Transient-Party","262",0,0,"Check-Out","2017-08-17"
"Resort Hotel",0,163,2017,"July",30,24,1,4,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","262",0,2,"Check-Out","2017-07-29"
"City Hotel",0,36,2017,"April",15,14,1,2,2,2,0,"BB","BRA","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","261.67",0,0,"Check-Out","2017-04-17"
"Resort Hotel",1,13,2016,"August",33,10,0,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","261.5",0,0,"Canceled","2016-07-29"
"Resort Hotel",0,58,2015,"August",35,24,1,4,2,2,0,"FB","PRT","Direct","Direct",0,0,0,"C","C",1,"No Deposit","250",NULL,0,"Transient","261.4",1,0,"Check-Out","2015-08-29"
"Resort Hotel",0,14,2016,"August",35,22,1,5,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","240",NULL,0,"Transient","261.33",0,1,"Check-Out","2016-08-28"
"Resort Hotel",0,72,2016,"August",34,16,2,6,2,2,0,"HB","ESP","Direct","Direct",0,0,0,"C","C",3,"No Deposit","250",NULL,0,"Transient","261.25",0,2,"Check-Out","2016-08-24"
"Resort Hotel",0,21,2017,"August",34,22,0,3,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit","250",NULL,0,"Transient","261",1,1,"Check-Out","2017-08-25"
"Resort Hotel",0,0,2016,"August",35,26,0,1,4,0,0,"BB","ESP","Direct","Direct",0,0,0,"H","H",0,"No Deposit","250",NULL,0,"Transient","261",1,0,"Check-Out","2016-08-27"
"Resort Hotel",1,130,2017,"August",33,13,2,3,2,0,0,"HB","HUN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","261",0,1,"Canceled","2017-07-30"
"Resort Hotel",0,11,2016,"August",34,15,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","261",1,0,"Check-Out","2016-08-16"
"Resort Hotel",0,150,2017,"August",33,16,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","240",NULL,0,"Transient","261",0,2,"Check-Out","2017-08-23"
"City Hotel",0,105,2017,"May",20,19,0,2,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",3,"No Deposit","9",NULL,0,"Transient","261",1,0,"Check-Out","2017-05-21"
"City Hotel",0,6,2016,"May",21,21,1,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","261",0,2,"Check-Out","2016-05-23"
"Resort Hotel",1,87,2016,"August",34,14,2,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","261",0,0,"Canceled","2016-05-19"
"Resort Hotel",0,281,2017,"July",30,29,2,1,3,1,0,"BB","BEL","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","261",0,2,"Check-Out","2017-08-01"
"Resort Hotel",0,8,2016,"August",33,10,0,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","261",0,1,"Check-Out","2016-08-12"
"Resort Hotel",0,13,2016,"August",33,9,0,3,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240",NULL,0,"Transient","261",0,0,"Check-Out","2016-08-12"
"Resort Hotel",1,36,2017,"June",24,16,2,2,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","261",0,0,"Canceled","2017-05-11"
"Resort Hotel",0,56,2016,"August",34,20,1,1,2,0,0,"HB","DZA","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","240",NULL,0,"Transient","261",0,2,"Check-Out","2016-08-22"
"Resort Hotel",0,16,2016,"August",33,13,2,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","261",0,1,"Check-Out","2016-08-16"
"Resort Hotel",0,3,2017,"August",35,31,0,3,2,0,0,"HB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","261",1,2,"Check-Out","2017-09-03"
"City Hotel",1,50,2016,"July",28,4,1,1,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","260.9",0,0,"Canceled","2016-06-25"
"Resort Hotel",0,35,2015,"August",34,21,2,5,3,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","240",NULL,0,"Transient","260.71",1,1,"Check-Out","2015-08-28"
"Resort Hotel",0,108,2017,"July",30,29,2,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","240",NULL,0,"Transient","260.6",0,2,"Check-Out","2017-08-03"
"City Hotel",0,68,2017,"May",20,18,0,2,3,0,0,"HB","IND","Direct","Direct",0,0,0,"D","D",1,"No Deposit","14",NULL,0,"Transient","260.5",0,0,"Check-Out","2017-05-20"
"City Hotel",1,13,2016,"April",18,25,1,3,1,2,0,"HB","KAZ","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260.5",0,0,"Canceled","2016-04-21"
"Resort Hotel",0,20,2017,"August",33,16,0,2,2,0,1,"HB","PRT","Direct","Direct",0,0,0,"A","A",4,"No Deposit","250",NULL,0,"Transient-Party","260.5",0,2,"Check-Out","2017-08-18"
"City Hotel",0,13,2016,"April",16,11,1,4,2,2,0,"HB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260.4",0,2,"Check-Out","2016-04-16"
"Resort Hotel",0,37,2016,"July",31,28,0,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260.33",0,0,"Check-Out","2016-07-31"
"City Hotel",0,175,2017,"August",31,1,0,4,2,2,0,"BB","FRA","Direct","Direct",0,0,0,"G","G",0,"No Deposit",NULL,NULL,0,"Transient","260",0,1,"Check-Out","2017-08-05"
"City Hotel",0,10,2017,"August",33,18,0,1,2,1,0,"BB","USA","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","260",0,0,"Check-Out","2017-08-19"
"City Hotel",0,10,2017,"August",33,18,0,1,2,1,0,"BB","USA","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","260",0,1,"Check-Out","2017-08-19"
"City Hotel",0,10,2017,"August",33,16,0,2,2,2,0,"BB","FRA","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","260",0,1,"Check-Out","2017-08-18"
"Resort Hotel",1,149,2016,"July",29,10,1,0,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260",0,0,"Canceled","2016-02-22"
"City Hotel",0,12,2017,"August",31,5,0,1,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"E","K",0,"No Deposit","9",NULL,0,"Transient","260",0,1,"Check-Out","2017-08-06"
"City Hotel",0,99,2017,"August",31,2,0,4,3,1,0,"HB","PRT","Direct","Direct",0,0,0,"E","E",1,"No Deposit","14",NULL,0,"Transient","260",1,2,"Check-Out","2017-08-06"
"City Hotel",0,156,2017,"August",31,2,0,3,2,3,0,"BB","GBR","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","260",0,1,"Check-Out","2017-08-05"
"City Hotel",0,159,2017,"July",31,31,1,2,2,3,0,"BB","BEL","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","260",0,1,"Check-Out","2017-08-03"
"City Hotel",0,129,2017,"July",30,24,2,5,2,1,0,"BB","DEU","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","260",0,0,"Check-Out","2017-07-31"
"Resort Hotel",1,19,2017,"June",24,12,1,4,4,0,0,"BB","PRT","Direct","Direct",0,0,0,"H","H",0,"No Deposit","250",NULL,0,"Transient","260",0,0,"Canceled","2017-05-31"
"Resort Hotel",1,342,2017,"June",26,25,2,5,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260",0,0,"Canceled","2016-07-24"
"Resort Hotel",1,110,2017,"July",28,11,0,5,2,0,0,"BB","ISR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260",0,1,"Canceled","2017-03-28"
"Resort Hotel",1,33,2017,"July",28,12,0,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260",0,0,"Canceled","2017-06-16"
"Resort Hotel",1,55,2017,"July",29,17,3,8,2,0,0,"BB","RUS","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","260",0,0,"Canceled","2017-05-29"
"City Hotel",0,2,2017,"June",25,19,1,2,3,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","260",0,1,"Check-Out","2017-06-22"
"City Hotel",0,51,2017,"May",21,27,2,1,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","9",NULL,0,"Transient","260",0,1,"Check-Out","2017-05-30"
"City Hotel",0,51,2017,"May",21,27,2,1,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","9",NULL,0,"Transient","260",0,2,"Check-Out","2017-05-30"
"Resort Hotel",1,358,2017,"August",33,17,2,5,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260",0,0,"Canceled","2016-08-24"
"Resort Hotel",1,19,2017,"August",34,21,1,0,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","240",NULL,0,"Transient","260",0,1,"Canceled","2017-08-10"
"Resort Hotel",1,15,2017,"August",34,22,0,1,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","260",0,0,"Canceled","2017-08-07"
"Resort Hotel",1,72,2017,"August",34,25,2,2,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","260",0,2,"Canceled","2017-07-19"
"City Hotel",0,0,2017,"May",19,10,0,1,2,2,0,"BB","TUR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260",0,0,"Check-Out","2017-05-11"
"City Hotel",0,0,2017,"May",19,10,0,1,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260",0,0,"Check-Out","2017-05-11"
"City Hotel",0,1,2017,"May",18,4,0,1,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","260",0,0,"Check-Out","2017-05-05"
"City Hotel",0,12,2017,"April",17,29,1,1,2,2,0,"BB","ITA","Online TA","TA/TO",0,0,0,"F","G",0,"No Deposit","9",NULL,0,"Transient","260",0,2,"Check-Out","2017-05-01"
"City Hotel",0,7,2017,"April",15,11,0,3,2,2,0,"BB","ROU","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260",0,0,"Check-Out","2017-04-14"
"City Hotel",0,13,2016,"November",46,10,0,1,2,0,0,"BB","DNK","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","260",0,2,"Check-Out","2016-11-11"
"Resort Hotel",0,25,2016,"August",36,31,0,1,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260",0,0,"Check-Out","2016-09-01"
"Resort Hotel",0,50,2017,"July",27,6,0,1,3,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"H","I",0,"No Deposit","240",NULL,0,"Transient","260",1,1,"Check-Out","2017-07-07"
"Resort Hotel",0,5,2017,"July",27,8,2,1,2,2,0,"BB","NGA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","260",0,0,"Check-Out","2017-07-11"
"City Hotel",1,123,2017,"August",33,18,2,2,2,1,0,"BB","ECU","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","260",0,0,"Canceled","2017-05-25"
"City Hotel",1,19,2017,"August",31,5,2,2,3,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","260",0,1,"Canceled","2017-07-19"
"City Hotel",1,134,2017,"July",30,24,2,5,2,1,0,"BB","DEU","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","260",0,0,"Canceled","2017-03-21"
"Resort Hotel",0,19,2017,"August",31,5,1,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","E",0,"No Deposit","240",NULL,0,"Transient","260",0,4,"Check-Out","2017-08-07"
"Resort Hotel",0,5,2017,"August",32,12,0,1,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","260",0,3,"Check-Out","2017-08-13"
"City Hotel",1,29,2017,"June",23,9,0,2,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260",0,0,"Canceled","2017-05-27"
"Resort Hotel",0,7,2017,"August",33,16,1,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","260",1,2,"Check-Out","2017-08-21"
"City Hotel",1,3,2017,"May",18,4,0,1,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260",0,0,"Canceled","2017-05-03"
"City Hotel",1,11,2017,"April",17,28,1,2,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260",0,0,"Canceled","2017-04-17"
"City Hotel",1,10,2017,"April",17,27,0,2,2,2,0,"BB","NLD","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","260",0,0,"Canceled","2017-04-17"
"City Hotel",1,24,2016,"December",53,30,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient","260",0,0,"Canceled","2016-12-14"
"City Hotel",1,3,2017,"June",23,6,2,6,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","259.88",0,0,"Canceled","2017-06-06"
"Resort Hotel",1,277,2017,"July",27,3,4,10,2,2,0,"HB","LUX","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","259.86",0,0,"Canceled","2016-10-01"
"Resort Hotel",1,184,2017,"August",32,11,2,5,2,1,0,"HB","FRA","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","240",NULL,0,"Transient","259.43",0,2,"Canceled","2017-07-30"
"Resort Hotel",0,138,2017,"August",31,2,2,4,3,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","242",NULL,0,"Transient","259.33",0,2,"Check-Out","2017-08-08"
"Resort Hotel",1,341,2017,"August",31,5,2,1,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","259.33",0,0,"Canceled","2017-05-27"
"City Hotel",0,6,2017,"April",17,25,2,5,1,0,0,"BB","BGD","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","259.29",0,0,"Check-Out","2017-05-02"
"City Hotel",0,44,2016,"August",33,10,0,1,2,2,0,"HB","ISR","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","259.2",0,1,"Check-Out","2016-08-11"
"Resort Hotel",0,1,2016,"August",34,18,0,1,2,2,0,"BB","RUS","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","259",0,0,"Check-Out","2016-08-19"
"City Hotel",0,5,2017,"August",35,29,0,1,2,2,0,"BB","DEU","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","259",0,0,"Check-Out","2017-08-30"
"Resort Hotel",0,22,2016,"August",34,20,2,5,2,0,0,"FB","PRT","Direct","Direct",1,0,1,"D","D",0,"No Deposit",NULL,NULL,0,"Transient-Party","259",0,2,"Check-Out","2016-08-27"
"Resort Hotel",1,148,2016,"August",33,7,2,4,3,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","259",0,0,"Canceled","2016-06-14"
"Resort Hotel",1,172,2017,"August",34,25,2,5,3,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","5",NULL,0,"Transient","259",0,0,"Canceled","2017-03-07"
"City Hotel",0,45,2017,"August",33,16,0,1,2,2,0,"BB","COM","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","259",0,0,"Check-Out","2017-08-17"
"Resort Hotel",0,106,2017,"July",29,17,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","240",NULL,0,"Transient","259",0,2,"Check-Out","2017-07-18"
"Resort Hotel",0,86,2016,"August",35,24,0,4,2,0,0,"BB","CN","Direct","Direct",0,0,0,"G","G",0,"No Deposit","250",NULL,0,"Transient","259",0,1,"Check-Out","2016-08-28"
"Resort Hotel",1,154,2016,"August",34,15,1,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","259",0,0,"Canceled","2016-03-14"
"City Hotel",0,72,2017,"August",33,17,0,2,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","259",0,1,"Check-Out","2017-08-19"
"City Hotel",0,0,2017,"August",33,16,0,1,2,2,0,"BB","USA","Direct","Direct",0,0,0,"F","F",0,"No Deposit",NULL,NULL,0,"Transient","259",0,1,"Check-Out","2017-08-17"
"City Hotel",1,8,2016,"September",39,24,1,1,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","259",0,0,"Canceled","2016-09-16"
"Resort Hotel",1,152,2016,"August",33,12,0,2,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","259",0,0,"Canceled","2016-06-21"
"City Hotel",0,4,2015,"October",43,18,2,4,3,2,0,"BB","BRA","Direct","Direct",0,0,0,"G","G",1,"No Deposit",NULL,NULL,0,"Transient","259",0,0,"Check-Out","2015-10-24"
